"RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10"
"Travis County","TX","Austin-Round Rock","48","453",39,236333.5,235000,235000,239900,249900,249900,246900,245435,240000,239900,239990,235000,229900,229900,238976.5,247914,249500,239900,239000,234900,229000,225000,225000,225000,224900,229990,249000,250000,255000,259900,259000,249900,249000,249500,252500,259500,261000,272990,275823,287250,299000,297990,297500,294900,295000,300990,310000,309000,319900,329500,339800,350000,350000,361900,349900,349900,349900,349900,349000,356140,350000,357495,365000,375000,376180,380000,369360,374990,369359,375000,370000,379900,379000,380000,384500,385000,384900,395000,391827,384900,385000,389000,389000,379900,375000,384850,390000,399000,399900,398000,395000,389900,385900,384235,375000,372900,365000,369240,379000,379990,385000,385000,384899,375000,370000,369990
"Saint Louis County","MO","St. Louis","29","189",40,156000,159900,160000,159900,160000,159900,159900,159000,159000,156000,154500,147900,139900,139900,141900,145000,149900,149900,149900,149900,146000,145000,144900,137463,144900,139900,142500,149900,152900,149999,149900,149000,147000,145000,147450,140000,139800,145900,150000,159900,160000,164900,158800,153500,150000,149900,143700,139900,137944.5,145000,149900,159000,165900,165000,164900,159900,159900,155000,150000,146500,145000,150000,164700,169900,174900,179900,179750,172000,172000,170000,169900,159900,159900,159900,175900,198950,208800,199900,199900,194900,189000,184900,182900,174900,169900,176900,185500,204900,219900,224900,224000,214900,212500,209900,199000,195000,195114,199000,209900,220000,224900,225000,224900,215500,215000,214900
"Pima County","AZ","Tucson","04","019",41,205640,2e+05,199900,198418,194000,192500,189000,185000,185000,179900,179000,179000,174900,172900,169900,164500,159990,159900,159000,159000,154900,157500,159000,158000,159000,159500,159500,160000,162000,164900,165990,168500,167000,169900,170000,175000,174650,174900,175000,179000,180000,184900,189000,189434,189900,189900,189900,189900,190000,192900,194900,195452,198990,198990,198000,198000,199000,199000,199000,199000,199000,199900,2e+05,199000,2e+05,199980,199000,199000,199500,199900,199000,196644.5,199000,199000,199900,2e+05,207462.5,209000,207900,205000,209000,210000,215000,214900,215000,219500,220000,221950,225000,225000,225000,229000,229000,229900,232450,230000,233250,235000,232900,237000,237945,235000,239000,235000,235000,239500
"Montgomery County","MD","Washington-Arlington-Alexandria","24","031",42,369000,370000,379900,389900,395000,389000,380000,369900,349900,355000,353250,342000,339492,339900,350000,374900,385000,384900,380000,383500,379000,379000,375000,360000,369900,379900,399900,415000,439000,434945,424990,419700,419900,425000,420000,399990,399900,410000,424950,445000,449000,449900,439900,429900,439000,429000,420000,419000,409000,415000,431250,449000,459000,450657.5,449900,435000,439000,435000,425000,419900,415000,417042.5,425000,429900,439000,445000,424600,429900,435000,429993.5,429900,429900,425000,425000,444999,474900,474900,479000,469000,465000,469000,470000,475000,470700,474900,485000,499999,519999,519000,510250,509900,499945,499999,499990,499999,499900,499990,509000,524888,534000,530000,525000,504950,499900,499900,499000
"Honolulu County","HI","Urban Honolulu","15","003",43,490000,486000,475000,475000,485000,485000,489000,535000,475900,464950,465000,460000,454000,433000,445000,449000,450000,449500,450000,459000,455000,450000,435000,435000,434950,432800,441010,449000,449900,449000,450000,457609,450000,454000,450000,454500,459000,475000,464000,475000,475000,459000,492000,499000,499000,495000,5e+05,509100,499000,506000,5e+05,5e+05,510000,504000,510000,521000,520000,510000,525000,530000,548000,550000,549000,539850,550000,565000,568000,579000,578000,585000,588000,590000,590000,535000,590000,599000,599000,625000,628000,625000,633000,625000,630000,637500,635000,624900,625000,639999,644000,648000,631000,630000,635000,629950,629000,638500,630000,625000,615000,622000,630750,640000,639000,645000,645000,645000
"Westchester County","NY","New York-Newark-Jersey City","36","119",44,515000,519000,529000,535000,549000,549111,529000,535000,499900,499000,498750,464850,459000,450000,499000,483620,485000,479000,465000,449000,440000,429500,420000,399900,399000,399937.5,435000,449500,469999,450000,459000,439000,440000,440000,447700,425000,429000,449500,470000,485000,499000,499000,475000,439000,429900,449999,439000,418000,409000,419000,459000,499000,519000,509000,514900,499000,489900,488888,474900,450000,450000,475000,495000,546000,546000,549000,539000,519000,511750,524000,5e+05,489900,479000,5e+05,545000,564500,575000,579000,559000,539000,539000,529000,525000,499000,499900,549000,575000,599000,624000,625000,6e+05,585000,599000,599000,599000,586400,589450,625000,635000,649000,667950,649900,639000,625000,635000,639999
"Milwaukee County","WI","Milwaukee-Waukesha-West Allis","55","079",45,149900,150000,154900,154900,154900,150000,149900,149900,149000,149000,146500,139900,137900,139500,134900,134900,138000,136900,137200,137900,139900,134900,131500,129000,126900,124900,124900,126199.5,129800,127900,124900,124500,122000,120000,121900,119000,119900,124900,125500,130000,134900,137900,138900,135000,134900,134900,133416.5,129900,125000,124900,129900,135000,139900,139900,139900,139900,139225,134900,129900,129900,129450,129900,135000,139900,149500,145000,145000,141900,139900,139900,139900,138500,135900,140000,145450,149900,149900,155000,156900,155900,154900,149900,149500,144900,139900,144900,149900,149900,154900,155000,154900,149900,149900,149900,147900,144900,144900,149000,149995,159900,164900,167000,164900,164900,163900,162250
"Fresno County","CA","Fresno","06","019",46,210000,207000,199900,198850,194900,195000,184900,181500,183190,179000,179000,174900,174900,159900,165000,159900,160000,162975,159900,165000,162000,159900,159900,159400,159000,153600,154000,150000,159950,165000,170000,175000,175000,179000,175000,175000,179700,185000,195000,204999,217450,227750,234900,234900,239950,239000,239000,231500,234250,239900,242500,244900,247200,249994.5,250000,254900,250000,245000,249000,249250,249000,249900,249950,254950,264975,268000,269000,269000,262500,259000,256440,257990,250000,255000,258950,259000,264900,267475,274974.5,269950,269900,269000,263500,265000,259000,260000,265000,275000,284950,285000,290000,285000,289000,292844.5,290000,292970,289900,277500,284900,299900,299000,299900,299900,299900,299000,299500
"Shelby County","TN","Memphis","47","157",47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144500,140000,142900,133945,139900,148000,144900,149900,149900,149900,145000,138900,134900,131000,130000,129900,129900,139900,149900,158000,159900,147999,139900,140000,139000,133000,133000,129900,134725,146900,154900,159900,165900,160450,158000,159900,149900,145000,136000,135900,139900,153541,161950,165000,170000,169500,168500,167700,168000,154000,145000,148900,159900,170000,179900,184900,184900,179900,179900,174900
"Fulton County","GA","Atlanta-Sandy Springs-Roswell","13","121",48,219500,219900,220000,224980,224900,219900,219900,225000,209000,199900,199900,194900,184900,189000,184900,187500,189500,189500,187900,184900,187850,179900,175000,169900,169900,177000,184500,190000,2e+05,209900,2e+05,199900,205000,209900,212900,210000,215000,225000,225000,235000,240000,246750,247900,240000,239900,238500,227900,219900,219700,225000,245000,259900,264900,270002,272900,269000,250000,249000,245950,246886,245000,249900,250000,260000,269000,275160,265000,269900,269900,275000,269900,265000,268982.5,275000,289900,309900,319900,310000,312500,309900,309000,315000,315000,304900,299946.5,319900,345000,365000,369000,375000,359900,350000,359900,365000,360785,364250,364900,369900,379000,395990,404900,402000,380000,369900,370000,369900
"Mecklenburg County","NC","Charlotte-Concord-Gastonia","37","119",49,190000,194900,192000,194400,190000,190000,189900,189900,186000,185000,184900,179000,175000,175000,175000,179900,179900,179900,179500,179000,175000,175700,175000,174741,174900,178850,183900,184900,184900,184900,179900,185000,182450,184985,183200,185000,188995,199580,206945,212200,214900,214900,210000,210000,209900,209000,205000,202300,199000,203400,216068,222175,224900,224900,223000,219900,219900,219990,220000,220000,225000,230000,233999,244900,250000,250000,253990,250000,249500,254945,255000,250000,264900,275000,279900,287000,289900,289900,289900,283500,284900,287500,287280,290000,289900,285500,294995,3e+05,304500,305000,299000,295365,299900,3e+05,3e+05,305650,310000,319800,320000,317500,314990,314900,310000,305000,308070,305990
"Erie County","NY","Buffalo-Cheektowaga-Niagara Falls","36","029",50,139900,141900,149000,145000,149900,149900,147500,146450,144900,139900,139990,139900,139900,144900,144900,144900,148900,149900,149900,149000,145900,145900,145000,145000,145000,149900,149900,149900,149900,149900,145000,148000,148400,142900,144900,144500,139900,143900,140000,149900,149500,149900,147500,144900,145000,140000,139777,137100,135000,139900,140000,144900,149000,154900,154900,149900,149900,149900,149900,149900,149900,149900,149900,151450,158900,159900,159900,157900,159900,155000,154900,152900,149999,149900,150000,157700,164000,165000,159900,156500,156250,150000,150000,152500,154000,154900,159900,165000,165000,169900,169900,169900,169900,169900,160000,159900,159900,159900,164900,169900,169900,178000,179900,174900,170000,169900
"DuPage County","IL","Chicago-Naperville-Elgin","17","043",51,279900,279900,279900,275000,279500,279000,274900,274650,262900,259900,255000,249000,239900,236950,239900,239999,245900,249500,246500,239900,239500,234900,228000,219900,219900,225000,229900,232100,236000,239900,234900,229900,229000,229000,229900,223700,224900,234900,240000,250990,265000,269900,269900,268900,269900,269900,274900,269000,269900,279900,289000,289900,299000,299900,299000,297000,294869.5,294450,290495,289000,290000,299000,299900,299250,299990,3e+05,3e+05,3e+05,299990,303000,3e+05,299900,299900,315000,320000,325000,329000,330000,329900,329900,329900,329900,332750,335000,335000,339900,339900,345000,345000,344900,339999,339000,339000,339000,339900,340000,344800,349900,349900,349900,350000,350000,349900,348000,346000,339900
"Fairfield County","CT","Bridgeport-Stamford-Norwalk","09","001",52,512000,519000,5e+05,510000,524500,519000,515000,499900,494786,489900,489000,465000,474900,469000,465450,479000,479900,485000,475000,459000,450000,449999.5,449750,449000,439900,449800,459000,470000,485000,480000,462000,449000,469900,469900,470000,469500,465000,495000,499000,499000,5e+05,5e+05,499900,489900,499000,499000,489900,479900,479000,499000,525000,539000,529900,524900,509900,499000,499000,498825,484900,475000,475000,499000,519947.5,518000,525000,525000,519000,509000,515000,509900,499900,499000,499900,529900,539900,550000,559900,579000,575000,553000,564900,559000,558000,529900,529000,569700,579000,580000,575000,575000,565000,529900,573095,575000,577450,567100,579000,599000,599999,629000,614900,599900,599000,584900,595000,599000
"Pinellas County","FL","Tampa-St. Petersburg-Clearwater","12","103",53,180000,179900,179000,175000,175000,170000,169900,169000,164900,159900,159900,154900,149900,149900,150000,149999,149900,149900,149900,149900,150000,149900,148900,144100,140000,143999,145000,142000,145000,149000,145000,145900,147000,145000,149900,149900,149999,154900,159900,159900,160000,160000,162000,163900,165625,168000,169000,168000,169500,174500,178900,179900,177900,179000,185000,189000,189900,189000,185000,182000,189900,194900,194650,190000,197900,199000,199900,214500,215000,214900,219000,220000,222987,224900,229900,234900,235000,239000,239900,238949.5,240000,244900,249900,249500,255000,259900,264900,274555,279000,279900,279000,274900,279000,275000,279500,279900,279900,279900,279900,284000,285000,285000,285000,279900,279900,279900
"Bergen County","NJ","New York-Newark-Jersey City","34","003",54,499000,499538.5,509900,509900,514900,519000,510000,499900,498900,489900,489900,470000,459000,449800,467250,469000,469000,463450,459000,450000,449900,439000,429000,439000,439900,449000,449000,452000,456600,452000,449999.5,429500,440000,439000,429900,425000,435847,449000,449000,459900,475000,479900,475444,459000,459000,449999,449900,442466.5,435000,449000,450000,459000,475000,469000,469000,469000,469000,460000,460000,450000,449000,457999,469900,479900,489000,489900,489900,489000,485500,494000,489900,489000,479000,480000,498000,5e+05,519900,523388.5,525000,519600,511900,515000,515000,499950,499999,517000,529000,539995,549900,549250,551767,549900,550000,550000,564850,565000,549000,550000,555750,565000,569990,569900,564900,553762,554331,550000
"Marion County","IN","Indianapolis-Carmel-Anderson","18","097",55,110000,113900,114900,114900,114900,114900,112500,110000,110900,112500,112900,109000,108000,109500,109500,109900,110900,114500,114900,112500,110000,109900,107999,104900,103950,102900,105000,108900,109900,109900,109900,109875,108900,107000,107500,105000,104900,108500,111900,115000,118000,119500,119000,117500,117900,117500,116900,114900,113500,115000,119900,123000,124900,125000,125000,124900,124000,120250,119900,117200,115260,117000,120000,123496,127000,127000,125000,124500,124000,120000,119900,115500,111900,113900,118500,120000,124900,125000,125000,125000,125000,125000,124999,124900,124900,125000,129900,135000,143000,148000,145000,145000,149900,149900,149900,148000,149900,150000,154900,159900,164900,164900,162500,164900,165000,165000
"Wake County","NC","Raleigh","37","183",56,248000,245000,239900,239999,244900,239900,234999.5,235000,234900,234900,234900,230000,229000,227700,225000,229900,230000,230000,229995,230000,229900,232900,230000,229900,229900,230900,235000,235000,235000,234900,230000,230640,229990,232000,232000,234000,234900,239900,247900,249990,254990,260000,259900,259900,259900,264900,259900,259900,264900,269900,270904.5,269900,274900,270083,270990,274900,275585,276990,275000,273270,273900,275000,280000,290000,3e+05,302990,3e+05,305000,299999,305000,308992.5,302900,309900,309900,314795,315000,319000,315900,318990,320000,321900,324900,325000,325000,325000,334700,339000,347945,349570,343500,341990,344400,345000,349900,349900,350000,354900,354290,356492.5,358000,360000,364990,359850,350000,352900,350000
